points,name,challenge
1148,tofu,"{'challenge_name': ['Counting Sort', 'Book Editor', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn', 'Pwn', 'Pwn'], 'challenge_points': ['477', '471', '100', '100'], 'solve_time': ['2025-01-11T20:50:01.361933Z', '2025-01-11T14:47:36.873328Z', '2025-01-11T13:32:29.769233Z', '2025-01-11T13:26:16.224269Z']}"
1147,hexpistol,"{'challenge_name': ['Shuffler', 'Baby Pwn', 'Enchanted Oracle', 'Funny Cipher', 'Math Test', 'Sanity Check'], 'challenge_category': ['Crypto', 'Pwn', 'Crypto', 'Crypto', 'Misc', 'Misc'], 'challenge_points': ['484', '100', '263', '100', '100', '100'], 'solve_time': ['2025-01-12T16:25:47.992807Z', '2025-01-11T21:39:18.718562Z', '2025-01-11T07:22:15.133870Z', '2025-01-11T03:53:01.245363Z', '2025-01-11T02:24:53.864544Z', '2025-01-11T00:56:18.679911Z']}"
1143,T.U.S.K,"{'challenge_name': ['Racing 2', 'Racing', 'CodeDB', 'Scavenger Hunt', 'Baby Pwn', 'Prismatic Blogs', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Web', 'Pwn', 'Web', 'Misc', 'Misc'], 'challenge_points': ['155', '100', '388', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T05:03:04.836343Z', '2025-01-12T03:58:25.104282Z', '2025-01-11T15:26:34.006931Z', '2025-01-11T15:03:23.076391Z', '2025-01-11T14:48:41.959920Z', '2025-01-11T12:00:06.366125Z', '2025-01-11T07:06:30.366675Z', '2025-01-11T06:55:42.066280Z']}"
1143,Grxm,"{'challenge_name': ['Racing 2', 'Racing', 'Scavenger Hunt', 'Echo', 'Baby Pwn 2', 'Baby Pwn', 'Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Web', 'Pwn', 'Pwn', 'Pwn', 'Misc', 'Misc'], 'challenge_points': ['155', '100', '100', '388', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T19:05:49.072538Z', '2025-01-12T05:55:05.556976Z', '2025-01-12T05:46:21.891376Z', '2025-01-11T20:57:21.834725Z', '2025-01-11T16:10:09.080206Z', '2025-01-11T14:09:39.207606Z', '2025-01-11T14:01:59.551620Z', '2025-01-11T13:48:23.184634Z']}"
1134,CSI,"{'challenge_name': ['Book Editor', 'Enchanted Oracle', 'Math Test', 'Funny Cipher', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Crypto', 'Misc', 'Crypto', 'Pwn', 'Misc'], 'challenge_points': ['471', '263', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T16:25:46.370243Z', '2025-01-11T19:45:13.042192Z', '2025-01-11T02:51:14.639282Z', '2025-01-11T02:33:17.313273Z', '2025-01-11T02:27:31.314145Z', '2025-01-11T01:29:00.458755Z']}"
1132,aespaFanClub,"{'challenge_name': ['Echo', 'Funny Cipher', 'Math Test', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn', 'Highly Optimized'], 'challenge_category': ['Pwn', 'Crypto', 'Misc', 'Misc', 'Pwn', 'Pwn', 'Rev'], 'challenge_points': ['388', '100', '100', '100', '100', '100', '244'], 'solve_time': ['2025-01-11T17:03:54.322807Z', '2025-01-11T13:33:51.654173Z', '2025-01-11T11:21:26.469743Z', '2025-01-11T10:54:11.874015Z', '2025-01-11T06:00:52.914473Z', '2025-01-11T05:44:48.778369Z', '2025-01-11T05:06:07.471392Z']}"
1118,FPTU Ethical Hackers Club,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Funny Cipher', 'Racing', 'Surgery', 'Math Test', 'Scavenger Hunt', 'Sanity Check', 'Decrypt Me', 'POOF'], 'challenge_category': ['Pwn', 'Pwn', 'Crypto', 'Misc', 'Misc', 'Misc', 'Web', 'Misc', 'Forensics', 'Forensics'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '218', '100'], 'solve_time': ['2025-01-11T13:09:59.559680Z', '2025-01-11T13:00:13.588175Z', '2025-01-11T09:21:44.313691Z', '2025-01-11T09:19:37.131647Z', '2025-01-11T09:03:12.636067Z', '2025-01-11T09:02:26.619682Z', '2025-01-11T08:41:32.564600Z', '2025-01-11T07:58:01.063054Z', '2025-01-11T07:55:46.064986Z', '2025-01-11T07:22:23.498338Z']}"
1107,No module name,"{'challenge_name': ['Highly Optimized', 'Enchanted Oracle', 'Baby Pwn 2', 'Scavenger Hunt', 'Racing', 'Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Rev', 'Crypto', 'Pwn', 'Web', 'Misc', 'Misc', 'Pwn', 'Misc'], 'challenge_points': ['244', '263', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T08:17:47.170920Z', '2025-01-11T21:39:09.921276Z', '2025-01-11T16:02:58.521097Z', '2025-01-11T13:03:13.336401Z', '2025-01-11T12:56:17.478706Z', '2025-01-11T02:19:50.774075Z', '2025-01-11T01:34:28.193519Z', '2025-01-11T00:49:49.887550Z']}"
1099,Q3CTF,"{'challenge_name': ['Racing 2', 'Baby Pwn 2', 'Highly Optimized', 'Baby Pwn', 'Racing', 'Math Test', 'Prismatic Blogs', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Rev', 'Pwn', 'Misc', 'Misc', 'Web', 'Web', 'Misc'], 'challenge_points': ['155', '100', '244', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T20:21:42.612067Z', '2025-01-11T20:28:09.138958Z', '2025-01-11T19:05:14.401818Z', '2025-01-11T17:59:53.043979Z', '2025-01-11T17:14:04.229872Z', '2025-01-11T16:21:43.074960Z', '2025-01-11T10:16:33.852554Z', '2025-01-11T02:32:59.399998Z', '2025-01-11T00:08:42.957010Z']}"
1088,ch1lL_9uy,"{'challenge_name': ['Racing', 'POOF', 'Echo', 'Scavenger Hunt', 'Math Test', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Forensics', 'Pwn', 'Web', 'Misc', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '388', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T08:23:39.137402Z', '2025-01-11T07:18:01.409369Z', '2025-01-11T05:02:43.486439Z', '2025-01-11T04:26:09.450948Z', '2025-01-11T02:20:54.961403Z', '2025-01-11T02:12:40.145507Z', '2025-01-11T01:55:54.299615Z', '2025-01-11T00:53:57.410632Z']}"
1088,abc,"{'challenge_name': ['Racing', 'Prismatic Blogs', 'CodeDB', 'Baby Pwn 2', 'Math Test', 'Sanity Check', 'Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web', 'Web', 'Pwn', 'Misc', 'Misc', 'Pwn', 'Web'], 'challenge_points': ['100', '100', '388', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T09:57:01.342703Z', '2025-01-12T07:20:52.213618Z', '2025-01-11T12:48:55.892665Z', '2025-01-11T11:33:30.896560Z', '2025-01-11T05:08:35.413798Z', '2025-01-11T04:54:44.361577Z', '2025-01-11T03:40:36.850802Z', '2025-01-11T03:36:54.569367Z']}"
1063,CRUx BPHC,"{'challenge_name': ['Baby Pwn', 'POOF', 'Enchanted Oracle', 'Scavenger Hunt', 'Racing', 'Math Test', 'Surgery', 'Funny Cipher', 'Sanity Check'], 'challenge_category': ['Pwn', 'Forensics', 'Crypto', 'Web', 'Misc', 'Misc', 'Misc', 'Crypto', 'Misc'], 'challenge_points': ['100', '100', '263', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T08:47:18.379870Z', '2025-01-12T07:04:51.370588Z', '2025-01-12T06:36:42.266609Z', '2025-01-11T17:00:14.306776Z', '2025-01-11T10:00:52.023595Z', '2025-01-11T07:02:39.842584Z', '2025-01-11T06:17:35.616181Z', '2025-01-11T06:03:21.588940Z', '2025-01-11T05:45:35.811377Z']}"
1055,TamilCTF,"{'challenge_name': ['Prismatic Blogs', 'Racing 2', 'Surgery', 'POOF', 'Racing', 'Scavenger Hunt', 'Math Test', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Forensics', 'Misc', 'Web', 'Misc', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['100', '155', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T23:15:14.368574Z', '2025-01-11T09:29:02.076772Z', '2025-01-11T06:41:19.514263Z', '2025-01-11T06:37:45.002926Z', '2025-01-11T06:10:40.132855Z', '2025-01-11T02:34:22.714546Z', '2025-01-11T02:04:57.416157Z', '2025-01-11T01:34:18.695760Z', '2025-01-11T00:51:33.855399Z', '2025-01-11T00:41:20.391138Z']}"
1055,nol3ptr,"{'challenge_name': ['Racing 2', 'POOF', 'Baby Pwn 2', 'Funny Cipher', 'Racing', 'Surgery', 'Math Test', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Forensics', 'Pwn', 'Crypto', 'Misc', 'Misc', 'Misc', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['155', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T21:45:53.653210Z', '2025-01-12T05:36:39.680340Z', '2025-01-11T04:36:48.328580Z', '2025-01-11T04:01:53.659416Z', '2025-01-11T03:30:17.450978Z', '2025-01-11T02:53:45.260365Z', '2025-01-11T02:25:34.455723Z', '2025-01-11T01:36:41.384346Z', '2025-01-11T01:06:38.814859Z', '2025-01-11T00:28:53.150861Z']}"
1048,duck02,"{'challenge_name': ['Prepared: Flag 1', 'CodeDB', 'Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Web', 'Web', 'Web'], 'challenge_points': ['460', '388', '100', '100'], 'solve_time': ['2025-01-12T11:40:10.992291Z', '2025-01-11T18:02:52.507691Z', '2025-01-11T16:50:30.357399Z', '2025-01-11T07:19:14.860840Z']}"
1044,Galette Cidre CTF,"{'challenge_name': ['Highly Optimized', 'Prismatic Blogs', 'Baby Pwn 2', 'Funny Cipher', 'Sanity Check', 'Baby Pwn', 'Scavenger Hunt', 'Racing', 'Surgery'], 'challenge_category': ['Rev', 'Web', 'Pwn', 'Crypto', 'Misc', 'Pwn', 'Web', 'Misc', 'Misc'], 'challenge_points': ['244', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T20:26:07.371292Z', '2025-01-12T16:46:19.655849Z', '2025-01-12T16:39:20.696467Z', '2025-01-12T15:12:03.494046Z', '2025-01-11T23:57:28.191544Z', '2025-01-11T23:11:53.736655Z', '2025-01-11T21:55:41.155799Z', '2025-01-11T21:03:26.702360Z', '2025-01-11T17:50:35.549110Z']}"
1044,Team Kirby,"{'challenge_name': ['Prismatic Blogs', 'Highly Optimized', 'Scavenger Hunt', 'Racing', 'Baby Pwn', 'POOF', 'Math Test', 'Sanity Check', 'Funny Cipher'], 'challenge_category': ['Web', 'Rev', 'Web', 'Misc', 'Pwn', 'Forensics', 'Misc', 'Misc', 'Crypto'], 'challenge_points': ['100', '244', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T22:22:39.764538Z', '2025-01-12T08:06:35.297957Z', '2025-01-12T07:25:13.587438Z', '2025-01-12T06:13:46.751541Z', '2025-01-11T06:55:59.787064Z', '2025-01-11T05:23:19.749037Z', '2025-01-11T05:05:36.701421Z', '2025-01-11T04:49:36.646844Z', '2025-01-11T03:05:05.369737Z']}"
1026,ICC UH,"{'challenge_name': ['Prismatic Blogs', 'Surgery', 'Out of the Container', 'Math Test', 'Funny Cipher', 'Baby Pwn', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc', 'Crypto', 'Pwn', 'Web', 'Misc'], 'challenge_points': ['100', '100', '326', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T09:05:14.719903Z', '2025-01-11T05:00:56.781215Z', '2025-01-11T04:08:45.348040Z', '2025-01-11T03:11:34.241875Z', '2025-01-11T02:54:34.658340Z', '2025-01-11T01:54:24.662170Z', '2025-01-11T01:41:20.191360Z', '2025-01-11T01:24:11.595180Z']}"
1026,Satdefenders,"{'challenge_name': ['Feedback', 'Out of the Container', 'Racing', 'Baby Pwn 2', 'POOF', 'Scavenger Hunt', 'Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Pwn', 'Forensics', 'Web', 'Misc', 'Pwn', 'Misc'], 'challenge_points': ['0', '326', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T23:31:02.633727Z', '2025-01-12T14:29:25.641848Z', '2025-01-11T19:48:29.201049Z', '2025-01-11T17:09:49.838177Z', '2025-01-11T14:52:04.523070Z', '2025-01-11T01:07:22.716188Z', '2025-01-11T00:29:36.157536Z', '2025-01-11T00:20:09.388013Z', '2025-01-11T00:13:05.917976Z']}"
1018,CuboConNoveQuadrati,"{'challenge_name': ['Racing', 'Decrypt Me', 'Surgery', 'Funny Cipher', 'Math Test', 'POOF', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Forensics', 'Misc', 'Crypto', 'Misc', 'Forensics', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['100', '218', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T13:58:18.474986Z', '2025-01-11T13:29:17.107989Z', '2025-01-11T11:04:37.526591Z', '2025-01-11T10:46:45.978216Z', '2025-01-11T02:35:12.120555Z', '2025-01-11T00:52:29.211660Z', '2025-01-11T00:47:49.257056Z', '2025-01-11T00:21:16.444869Z', '2025-01-11T00:03:45.515072Z']}"
1018,Huntik,"{'challenge_name': ['Decrypt Me', 'Math Test', 'Funny Cipher', 'Racing', 'Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt', 'POOF', 'Sanity Check'], 'challenge_category': ['Forensics', 'Misc', 'Crypto', 'Misc', 'Pwn', 'Pwn', 'Web', 'Forensics', 'Misc'], 'challenge_points': ['218', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T20:06:02.123187Z', '2025-01-11T11:13:44.480530Z', '2025-01-11T08:15:08.033373Z', '2025-01-11T04:13:38.189915Z', '2025-01-11T03:01:19.941003Z', '2025-01-11T02:33:04.397491Z', '2025-01-11T01:44:30.377477Z', '2025-01-11T01:27:52.365325Z', '2025-01-11T01:26:57.605354Z']}"
1018,Pieds de Yannis,"{'challenge_name': ['Baby Pwn 2', 'Decrypt Me', 'Racing', 'Scavenger Hunt', 'Funny Cipher', 'Surgery', 'Baby Pwn', 'Math Test', 'Sanity Check'], 'challenge_category': ['Pwn', 'Forensics', 'Misc', 'Web', 'Crypto', 'Misc', 'Pwn', 'Misc', 'Misc'], 'challenge_points': ['100', '218', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T17:16:48.707828Z', '2025-01-11T21:25:50.361134Z', '2025-01-11T12:06:45.432557Z', '2025-01-11T02:58:41.698174Z', '2025-01-11T02:39:04.650384Z', '2025-01-11T01:57:25.721058Z', '2025-01-11T01:17:18.742449Z', '2025-01-11T00:25:43.555997Z', '2025-01-11T00:04:45.477019Z']}"
1018,commander,"{'challenge_name': ['Funny Cipher', 'Decrypt Me', 'POOF', 'Math Test', 'Racing', 'Surgery', 'Baby Pwn', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Crypto', 'Forensics', 'Forensics', 'Misc', 'Misc', 'Misc', 'Pwn', 'Web', 'Misc'], 'challenge_points': ['100', '218', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T17:50:36.225974Z', '2025-01-12T16:58:58.058735Z', '2025-01-12T13:27:34.310054Z', '2025-01-11T17:55:23.614419Z', '2025-01-11T17:42:32.062059Z', '2025-01-11T16:45:11.149958Z', '2025-01-11T14:49:45.831804Z', '2025-01-11T14:06:02.980874Z', '2025-01-11T01:07:25.933009Z']}"
1018,0x2d,"{'challenge_name': ['Decrypt Me', 'Surgery', 'Funny Cipher', 'Racing', 'Baby Pwn 2', 'Math Test', 'Scavenger Hunt', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Forensics', 'Misc', 'Crypto', 'Misc', 'Pwn', 'Misc', 'Web', 'Pwn', 'Misc'], 'challenge_points': ['218', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T19:21:14.138231Z', '2025-01-11T12:00:11.751625Z', '2025-01-11T11:43:43.821209Z', '2025-01-11T11:17:13.243692Z', '2025-01-11T09:20:16.431414Z', '2025-01-11T02:22:34.969422Z', '2025-01-11T01:49:44.639616Z', '2025-01-11T00:36:07.544399Z', '2025-01-11T00:20:54.057544Z']}"
1014,LZero,"{'challenge_name': ['CodeDB', 'Out of the Container', 'Sanity Check', 'Math Test', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Misc', 'Misc', 'Misc', 'Web'], 'challenge_points': ['388', '326', '100', '100', '100'], 'solve_time': ['2025-01-12T04:27:18.927669Z', '2025-01-11T10:51:04.372449Z', '2025-01-11T06:01:53.309387Z', '2025-01-11T06:01:14.068311Z', '2025-01-11T05:15:47.142837Z']}"
1009,pobaweb,"{'challenge_name': ['Baby Pwn 2', 'Out of the Container', 'Walk in the Forest', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Misc', 'Misc', 'Pwn'], 'challenge_points': ['100', '326', '483', '100'], 'solve_time': ['2025-01-12T10:41:48.040349Z', '2025-01-11T18:25:34.644046Z', '2025-01-11T17:01:45.829748Z', '2025-01-11T13:39:12.006853Z']}"
988,stderr0r,"{'challenge_name': ['Funny Cipher', 'Echo', 'Racing', 'Math Test', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Crypto', 'Pwn', 'Misc', 'Misc', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['100', '388', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T21:31:10.633289Z', '2025-01-12T21:07:12.682247Z', '2025-01-11T15:52:20.521848Z', '2025-01-11T10:14:18.758336Z', '2025-01-11T09:41:59.090797Z', '2025-01-11T09:31:26.053064Z', '2025-01-11T08:15:59.672202Z']}"
983,(l00p3r1n0;cat) > fs0c13ty,"{'challenge_name': ['Math Test', 'Funny Cipher', 'Sanity Check', 'Walk in the Forest', 'Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Crypto', 'Misc', 'Misc', 'Web', 'Web'], 'challenge_points': ['100', '100', '100', '483', '100', '100'], 'solve_time': ['2025-01-12T21:33:14.543658Z', '2025-01-12T21:12:01.411776Z', '2025-01-12T16:52:19.152820Z', '2025-01-12T08:54:32.287454Z', '2025-01-11T23:05:11.545502Z', '2025-01-11T13:01:27.436453Z']}"
963,RPISEC,"{'challenge_name': ['Enchanted Oracle', 'POOF', 'Racing', 'Scavenger Hunt', 'Math Test', 'Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Crypto', 'Forensics', 'Misc', 'Web', 'Misc', 'Pwn', 'Pwn', 'Misc'], 'challenge_points': ['263', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T01:25:03.922375Z', '2025-01-11T23:07:44.220007Z', '2025-01-11T20:39:05.934334Z', '2025-01-11T05:47:32.049551Z', '2025-01-11T04:40:04.882885Z', '2025-01-11T03:40:05.826622Z', '2025-01-11T02:31:30.059457Z', '2025-01-11T02:22:27.707635Z']}"
955,CAT-Security,"{'challenge_name': ['Racing 2', 'Funny Cipher', 'Baby Pwn 2', 'Baby Pwn', 'Math Test', 'Sanity Check', 'Racing', 'Scavenger Hunt', 'Surgery'], 'challenge_category': ['Misc', 'Crypto', 'Pwn', 'Pwn', 'Misc', 'Misc', 'Misc', 'Web', 'Misc'], 'challenge_points': ['155', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T17:48:36.720846Z', '2025-01-11T15:53:30.181811Z', '2025-01-11T13:54:28.415774Z', '2025-01-11T13:44:59.250879Z', '2025-01-11T13:02:29.981819Z', '2025-01-11T12:56:45.968817Z', '2025-01-11T12:51:03.382087Z', '2025-01-11T12:15:02.078955Z', '2025-01-11T12:12:17.416745Z']}"
955,TS,"{'challenge_name': ['POOF', 'Racing 2', 'Funny Cipher', 'Racing', 'Math Test', 'Sanity Check', 'Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Forensics', 'Misc', 'Crypto', 'Misc', 'Misc', 'Misc', 'Pwn', 'Pwn', 'Web'], 'challenge_points': ['100', '155', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T13:25:09.662947Z', '2025-01-12T11:05:10.177930Z', '2025-01-11T19:17:15.146763Z', '2025-01-11T14:11:31.057653Z', '2025-01-11T14:05:13.039352Z', '2025-01-11T14:03:48.224416Z', '2025-01-11T13:08:12.670708Z', '2025-01-11T12:51:49.916805Z', '2025-01-11T12:38:13.986059Z']}"
955,0ne3y3,"{'challenge_name': ['Feedback', 'Racing 2', 'Surgery', 'Prismatic Blogs', 'Scavenger Hunt', 'Sanity Check', 'Math Test', 'Racing', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Web', 'Web', 'Misc', 'Misc', 'Misc', 'Pwn', 'Pwn'], 'challenge_points': ['0', '155', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T20:02:49.767014Z', '2025-01-12T17:47:28.006896Z', '2025-01-11T23:37:09.955243Z', '2025-01-11T20:33:47.046636Z', '2025-01-11T15:55:07.146523Z', '2025-01-11T15:10:42.468430Z', '2025-01-11T15:08:15.176878Z', '2025-01-11T14:58:12.483914Z', '2025-01-11T14:10:57.111803Z', '2025-01-11T13:02:06.958720Z']}"
948,c00c00,"{'challenge_name': ['Prepared: Flag 1', 'CodeDB', 'Prismatic Blogs'], 'challenge_category': ['Web', 'Web', 'Web'], 'challenge_points': ['460', '388', '100'], 'solve_time': ['2025-01-12T14:04:36.143504Z', '2025-01-12T09:03:42.271849Z', '2025-01-11T10:55:42.063338Z']}"
918,Diddy,"{'challenge_name': ['Decrypt Me', 'Racing', 'Funny Cipher', 'Baby Pwn', 'Surgery', 'Sanity Check', 'Scavenger Hunt', 'Math Test'], 'challenge_category': ['Forensics', 'Misc', 'Crypto', 'Pwn', 'Misc', 'Misc', 'Web', 'Misc'], 'challenge_points': ['218', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T06:15:15.487270Z', '2025-01-11T20:02:10.167456Z', '2025-01-11T14:45:50.143810Z', '2025-01-11T13:53:41.328231Z', '2025-01-11T07:49:09.371534Z', '2025-01-11T07:05:46.750560Z', '2025-01-11T05:12:02.239939Z', '2025-01-11T04:33:12.194760Z']}"
918,CP_Z3R0,"{'challenge_name': ['Surgery', 'Decrypt Me', 'POOF', 'Racing', 'Math Test', 'Baby Pwn', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Misc', 'Forensics', 'Forensics', 'Misc', 'Misc', 'Pwn', 'Web', 'Misc'], 'challenge_points': ['100', '218', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T10:41:38.213118Z', '2025-01-11T13:34:58.432369Z', '2025-01-11T10:17:38.018649Z', '2025-01-11T05:25:19.343988Z', '2025-01-11T03:54:32.129212Z', '2025-01-11T02:27:46.933707Z', '2025-01-11T01:39:33.049112Z', '2025-01-11T00:04:37.111004Z']}"
918,RDX Snakes,"{'challenge_name': ['Decrypt Me', 'Racing', 'Surgery', 'Funny Cipher', 'Baby Pwn', 'Math Test', 'Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Forensics', 'Misc', 'Misc', 'Crypto', 'Pwn', 'Misc', 'Misc', 'Web'], 'challenge_points': ['218', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T17:15:15.818949Z', '2025-01-11T09:11:31.789447Z', '2025-01-11T07:40:17.819062Z', '2025-01-11T05:23:24.243849Z', '2025-01-11T04:21:42.396892Z', '2025-01-11T03:24:41.630903Z', '2025-01-11T03:14:06.224969Z', '2025-01-11T03:12:01.358546Z']}"
907,TRX,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt', 'Prismatic Blogs', 'Highly Optimized', 'Enchanted Oracle'], 'challenge_category': ['Pwn', 'Pwn', 'Web', 'Web', 'Rev', 'Crypto'], 'challenge_points': ['100', '100', '100', '100', '244', '263'], 'solve_time': ['2025-01-11T12:34:09.025845Z', '2025-01-11T12:19:58.017563Z', '2025-01-11T11:07:31.863317Z', '2025-01-11T11:00:41.590125Z', '2025-01-11T07:39:32.252388Z', '2025-01-11T01:34:51.135082Z']}"
900,RE:UN10N,"{'challenge_name': ['POOF', 'Racing', 'Surgery', 'Math Test', 'Funny Cipher', 'Baby Pwn 2', 'Scavenger Hunt', 'Sanity Check', 'Baby Pwn'], 'challenge_category': ['Forensics', 'Misc', 'Misc', 'Misc', 'Crypto', 'Pwn', 'Web', 'Misc', 'Pwn'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-11T08:33:12.917067Z', '2025-01-11T05:09:43.293515Z', '2025-01-11T04:14:13.573002Z', '2025-01-11T04:02:56.148153Z', '2025-01-11T03:58:51.723888Z', '2025-01-11T03:20:06.833092Z', '2025-01-11T01:40:13.721603Z', '2025-01-11T00:14:41.052343Z', '2025-01-11T00:10:53.972410Z']}"
900,dombusters,"{'challenge_name': ['Feedback', 'Racing', 'Funny Cipher', 'Math Test', 'Prismatic Blogs', 'Scavenger Hunt', 'Sanity Check', 'POOF', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Misc', 'Misc', 'Crypto', 'Misc', 'Web', 'Web', 'Misc', 'Forensics', 'Pwn', 'Pwn'], 'challenge_points': ['0', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2025-01-12T16:32:06.537438Z', '2025-01-11T09:18:06.806818Z', '2025-01-11T09:09:51.776624Z', '2025-01-11T08:57:59.274676Z', '2025-01-11T08:32:30.709494Z', '2025-01-11T04:43:05.062519Z', '2025-01-11T01:24:55.727834Z', '2025-01-11T00:46:00.245419Z', '2025-01-11T00:14:59.580851Z', '2025-01-11T00:05:59.013018Z']}"
